PL,NAME,YEAR,TEAM,Avg. Mile,t_min,t_sec,TIME,SCORE,race,minutes,distance
119,Mary Caroline Heinen,SR-4,Michigan,05:34.0,20,45.2,20:45.2,117,2024WisconsinPreNationalsChampionship,20.753333333333334,6
120,Annelies Quinton,JR-3,Harvard,05:34.1,20,45.8,20:45.8,118,2024WisconsinPreNationalsChampionship,20.763333333333332,6
121,Jinane Mahi,SO-2,Oklahoma State,05:34.2,20,46.0,20:46.0,119,2024WisconsinPreNationalsChampionship,20.766666666666666,6
122,Nicola Hogg,JR-3,Stanford,05:34.2,20,46.2,20:46.2,120,2024WisconsinPreNationalsChampionship,20.77,6
123,Sophia Lucki,JR-3,Michigan State,05:34.5,20,47.4,20:47.4,121,2024WisconsinPreNationalsChampionship,20.79,6
124,Rylee Penn,SR-4,Louisville,05:34.7,20,47.8,20:47.8,122,2024WisconsinPreNationalsChampionship,20.796666666666667,6
125,Julia Flynn,SO-2,Stanford,05:34.8,20,48.3,20:48.3,123,2024WisconsinPreNationalsChampionship,20.805,6
126,Ella Gilson,SR-4,Harvard,05:35.0,20,49.0,20:49.0,124,2024WisconsinPreNationalsChampionship,20.816666666666666,6
127,Ellie Brewer,JR-3,Lipscomb,05:35.1,20,49.4,20:49.4,125,2024WisconsinPreNationalsChampionship,20.823333333333334,6
128,Selma Anderson,FR-1,Syracuse,05:35.2,20,49.8,20:49.8,126,2024WisconsinPreNationalsChampionship,20.83,6
129,Molly Malague,JR-3,Harvard,05:35.3,20,50.1,20:50.1,127,2024WisconsinPreNationalsChampionship,20.835,6
130,Nancy Chepleting,FR-1,Louisville,05:35.5,20,51.0,20:51.0,128,2024WisconsinPreNationalsChampionship,20.85,6
131,Lianna Surtz,JR-3,Toledo,05:35.9,20,52.3,20:52.3,129,2024WisconsinPreNationalsChampionship,20.871666666666666,6
132,Bethan Morley,JR-3,Florida,05:36.0,20,52.6,20:52.6,130,2024WisconsinPreNationalsChampionship,20.876666666666665,6
133,Linda Perez,JR-3,Lipscomb,05:36.1,20,53.2,20:53.2,131,2024WisconsinPreNationalsChampionship,20.886666666666667,6
134,Caroline Towle,SR-4,Connecticut,05:36.2,20,53.5,20:53.5,132,2024WisconsinPreNationalsChampionship,20.891666666666666,6
135,Erin Reidy,SR-4,Minnesota,05:36.5,20,54.8,20:54.8,133,2024WisconsinPreNationalsChampionship,20.913333333333334,6
136,Nora Gremban,FR-1,Wisconsin,05:36.9,20,56.1,20:56.1,134,2024WisconsinPreNationalsChampionship,20.935,6
137,Lou Trois,SR-4,Toledo,05:37.1,20,56.8,20:56.8,135,2024WisconsinPreNationalsChampionship,20.946666666666665,6
138,Jaci Sievers,SO-2,Tennessee,05:37.1,20,56.9,20:56.9,136,2024WisconsinPreNationalsChampionship,20.948333333333334,6
139,Lilly Lavier,JR-3,Oklahoma State,05:37.1,20,57.0,20:57.0,137,2024WisconsinPreNationalsChampionship,20.95,6
140,Bethany Michalak,FR-1,NC State,05:37.2,20,57.2,20:57.2,138,2024WisconsinPreNationalsChampionship,20.953333333333333,6
141,Nicole Matysik,SR-4,Furman,05:37.2,20,57.4,20:57.4,139,2024WisconsinPreNationalsChampionship,20.956666666666667,6
142,Maddie Seaby,SO-2,Louisville,05:37.4,20,58.2,20:58.2,140,2024WisconsinPreNationalsChampionship,20.97,6
143,Madelynne Cadeau,SR-4,Furman,05:37.6,20,58.7,20:58.7,141,2024WisconsinPreNationalsChampionship,20.97833333333333,6
144,Ari Trimble,JR-3,Utah Valley,05:37.6,20,58.7,20:58.7,142,2024WisconsinPreNationalsChampionship,20.97833333333333,6
145,Nadia Phillips,SO-2,Minnesota,05:37.6,20,58.8,20:58.8,143,2024WisconsinPreNationalsChampionship,20.98,6
146,Molly Hudson,SR-4,Boston College,05:37.7,20,59.3,20:59.3,144,2024WisconsinPreNationalsChampionship,20.988333333333333,6
147,Ella Fadil,SO-2,Boston College,05:37.8,20,59.6,20:59.6,145,2024WisconsinPreNationalsChampionship,20.993333333333332,6
148,Molly Dreher,SR-4,Wake Forest,05:37.8,20,59.6,20:59.6,146,2024WisconsinPreNationalsChampionship,20.993333333333332,6
149,Riley Beach,JR-3,Iowa State,05:37.9,21,00.0,21:00.0,147,2024WisconsinPreNationalsChampionship,21,6
150,Julia Schmitt,FR-1,Louisville,05:38.0,21,00.2,21:00.2,148,2024WisconsinPreNationalsChampionship,21.003333333333334,6
151,Kayla Windemuller,SR-4,Michigan,05:38.0,21,00.2,21:00.2,149,2024WisconsinPreNationalsChampionship,21.003333333333334,6
152,Elizabeth Stockman,SR-4,Texas,05:38.1,21,00.5,21:00.5,150,2024WisconsinPreNationalsChampionship,21.008333333333333,6
153,Jayden Harberts,FR-1,Syracuse,05:38.2,21,00.9,21:00.9,151,2024WisconsinPreNationalsChampionship,21.015,6
154,Tilly Simpson,JR-3,New Mexico,05:38.2,21,01.2,21:01.2,152,2024WisconsinPreNationalsChampionship,21.02,6
155,Sydni Wilkins,FR-1,Texas,05:38.4,21,01.7,21:01.7,153,2024WisconsinPreNationalsChampionship,21.028333333333332,6
156,Sarah Schiffman,JR-3,Ole Miss,05:38.5,21,02.2,21:02.2,154,2024WisconsinPreNationalsChampionship,21.036666666666665,6
157,Elizabeth Zwahlen,JR-3,Utah Valley,05:38.9,21,03.5,21:03.5,155,2024WisconsinPreNationalsChampionship,21.058333333333334,6
158,Msgana Araya,SR-4,Tennessee,05:38.9,21,03.6,21:03.6,156,2024WisconsinPreNationalsChampionship,21.06,6
159,Lily Flynn,SR-4,Boston College,05:39.2,21,04.6,21:04.6,157,2024WisconsinPreNationalsChampionship,21.076666666666668,6
160,Olivia Pielemeier,FR-1,Arkansas,05:39.5,21,06.0,21:06.0,158,2024WisconsinPreNationalsChampionship,21.1,6
161,Isabela Ross,JR-3,Liberty,05:39.6,21,06.3,21:06.3,159,2024WisconsinPreNationalsChampionship,21.105,6
162,Audrey Dadamio,JR-3,Stanford,05:39.7,21,06.6,21:06.6,160,2024WisconsinPreNationalsChampionship,21.11,6
163,Andie-Marie Jones,JR-3,Tennessee,05:39.7,21,06.7,21:06.7,161,2024WisconsinPreNationalsChampionship,21.111666666666668,6
164,Paula Vaquera,JR-3,Tulane,05:39.8,21,06.8,21:06.8,162,2024WisconsinPreNationalsChampionship,21.113333333333333,6
165,Anna Sentner,SR-4,Florida State,05:39.8,21,06.9,21:06.9,163,2024WisconsinPreNationalsChampionship,21.115,6
166,Olivia Millen,JR-3,Michigan State,05:39.9,21,07.3,21:07.3,164,2024WisconsinPreNationalsChampionship,21.121666666666666,6
167,Summer Schuster,SO-2,Tennessee,05:39.9,21,07.4,21:07.4,165,2024WisconsinPreNationalsChampionship,21.123333333333335,6
168,Carmen Krawczynski Gonzalez,JR-3,Lipscomb,05:40.0,21,07.8,21:07.8,166,2024WisconsinPreNationalsChampionship,21.13,6
169,Gabrielle Schmidt,FR-1,Florida,05:40.2,21,08.4,21:08.4,167,2024WisconsinPreNationalsChampionship,21.14,6
170,Eleanor Kendell,SR-4,Michigan State,05:40.2,21,08.5,21:08.5,168,2024WisconsinPreNationalsChampionship,21.141666666666666,6
171,Oakley Olson,JR-3,Utah Valley,05:40.3,21,08.8,21:08.8,169,2024WisconsinPreNationalsChampionship,21.14666666666667,6
172,Taylor Briggs,SR-4,Iowa State,05:40.3,21,09.0,21:09.0,170,2024WisconsinPreNationalsChampionship,21.15,6
173,Eowyn Dalbec,JR-3,Wyoming,05:40.4,21,09.1,21:09.1,171,2024WisconsinPreNationalsChampionship,21.151666666666667,6
174,Jasmine Wood,JR-3,New Mexico,05:40.5,21,09.7,21:09.7,172,2024WisconsinPreNationalsChampionship,21.161666666666665,6
175,Jadyn Zdanavage,FR-1,Michigan,05:40.6,21,10.1,21:10.1,173,2024WisconsinPreNationalsChampionship,21.168333333333333,6
176,Rylee Tolson,SO-2,Michigan,05:40.8,21,10.5,21:10.5,174,2024WisconsinPreNationalsChampionship,21.175,6
177,Melody Jebiwot,FR-1,Toledo,05:40.8,21,10.7,21:10.7,175,2024WisconsinPreNationalsChampionship,21.178333333333335,6
178,Brianne Brewster,SR-4,Minnesota,05:40.8,21,10.7,21:10.7,176,2024WisconsinPreNationalsChampionship,21.178333333333335,6
179,Allie Warner,SR-4,Utah Valley,05:41.1,21,11.7,21:11.7,177,2024WisconsinPreNationalsChampionship,21.195,6
180,Cameron McConnell,SO-2,Oklahoma State,05:41.2,21,12.3,21:12.3,178,2024WisconsinPreNationalsChampionship,21.205,6
181,Danna Diaz,SR-4,Tulane,05:41.3,21,12.7,21:12.7,179,2024WisconsinPreNationalsChampionship,21.211666666666666,6
182,Haley Meade,SO-2,Louisville,05:41.4,21,13.0,21:13.0,180,2024WisconsinPreNationalsChampionship,21.216666666666665,6
183,Ainhoa Brea,SR-4,Ole Miss,05:41.4,21,13.0,21:13.0,181,2024WisconsinPreNationalsChampionship,21.216666666666665,6
184,Megan Marvin,SR-4,Furman,05:41.7,21,14.0,21:14.0,182,2024WisconsinPreNationalsChampionship,21.233333333333334,6
185,Grace Wassell,SO-2,Wake Forest,05:41.7,21,14.2,21:14.2,183,2024WisconsinPreNationalsChampionship,21.236666666666668,6
186,Molly Lashley,JR-3,Liberty,05:41.8,21,14.5,21:14.5,184,2024WisconsinPreNationalsChampionship,21.241666666666667,6
187,Sarah Forsyth,SO-2,Michigan State,05:42.0,21,15.1,21:15.1,185,2024WisconsinPreNationalsChampionship,21.251666666666665,6
188,Kiara Smeltz,SR-4,Lipscomb,05:42.4,21,16.5,21:16.5,186,2024WisconsinPreNationalsChampionship,21.275,6
189,Samantha Hastie,JR-3,Michigan,05:42.4,21,16.8,21:16.8,187,2024WisconsinPreNationalsChampionship,21.28,6
190,Liina Winborn,SR-4,Florida,05:42.9,21,18.6,21:18.6,188,2024WisconsinPreNationalsChampionship,21.31,6
191,Olivia Joly,SR-4,Syracuse,05:43.0,21,18.8,21:18.8,189,2024WisconsinPreNationalsChampionship,21.313333333333333,6
192,Mya Bunke,JR-3,Wisconsin,05:43.0,21,19.0,21:19.0,190,2024WisconsinPreNationalsChampionship,21.316666666666666,6
193,Sheridan Wheeler,SO-2,Iowa State,05:43.3,21,20.1,21:20.1,191,2024WisconsinPreNationalsChampionship,21.335,6
194,Tiana LoStracco,SR-4,Arkansas,05:43.3,21,20.2,21:20.2,192,2024WisconsinPreNationalsChampionship,21.336666666666666,6
195,Anastacia Gonzales,JR-3,Arkansas,05:43.4,21,20.4,21:20.4,193,2024WisconsinPreNationalsChampionship,21.34,6
196,Sophie Baumann,JR-3,Ole Miss,05:43.5,21,20.7,21:20.7,194,2024WisconsinPreNationalsChampionship,21.345,6
197,Brooke Johnston,SO-2,Michigan,05:43.5,21,20.8,21:20.8,195,2024WisconsinPreNationalsChampionship,21.346666666666668,6
198,Malin Rahm,SO-2,Connecticut,05:44.3,21,23.6,21:23.6,196,2024WisconsinPreNationalsChampionship,21.393333333333334,6
199,Lucinda Rourke,JR-3,Louisville,05:44.4,21,24.1,21:24.1,197,2024WisconsinPreNationalsChampionship,21.401666666666667,6
200,Aiden Harrand,FR-1,Wake Forest,05:45.0,21,26.5,21:26.5,198,2024WisconsinPreNationalsChampionship,21.441666666666666,6
201,Ruby Hughes,FR-1,Iowa State,05:45.5,21,28.3,21:28.3,199,2024WisconsinPreNationalsChampionship,21.471666666666668,6
202,Kyra Pretre,SR-4,Texas,05:45.6,21,28.5,21:28.5,200,2024WisconsinPreNationalsChampionship,21.475,6
203,Nicole Dinan,FR-1,Florida State,05:45.7,21,28.9,21:28.9,201,2024WisconsinPreNationalsChampionship,21.481666666666666,6
204,Molly Fitzpatrick,JR-3,Boston College,05:45.7,21,29.0,21:29.0,NA,2024WisconsinPreNationalsChampionship,21.483333333333334,6
205,Marie Hostetler,SR-4,Liberty,05:45.7,21,29.1,21:29.1,202,2024WisconsinPreNationalsChampionship,21.485,6
206,Kate Putman,FR-1,NC State,05:46.1,21,30.6,21:30.6,NA,2024WisconsinPreNationalsChampionship,21.51,6
207,Alli Boehm,SR-4,Wake Forest,05:46.4,21,31.4,21:31.4,203,2024WisconsinPreNationalsChampionship,21.523333333333333,6
208,Marina Trave,JR-3,Wyoming,05:46.6,21,32.5,21:32.5,204,2024WisconsinPreNationalsChampionship,21.541666666666668,6
209,Beth Arentz,JR-3,Ole Miss,05:46.8,21,33.1,21:33.1,205,2024WisconsinPreNationalsChampionship,21.551666666666666,6
210,Ashlyn Keeney,JR-3,Iowa State,05:47.1,21,34.2,21:34.2,206,2024WisconsinPreNationalsChampionship,21.57,6
211,Hanna Bruckmayer,SR-4,New Mexico,05:47.2,21,34.6,21:34.6,NA,2024WisconsinPreNationalsChampionship,21.576666666666668,6
212,Taylor Pangburn,FR-1,Michigan State,05:47.3,21,34.8,21:34.8,NA,2024WisconsinPreNationalsChampionship,21.58,6
213,Lily Porth,SR-4,Tulane,05:47.5,21,35.7,21:35.7,207,2024WisconsinPreNationalsChampionship,21.595,6
214,Mackenzie Rogers,SO-2,Arkansas,05:47.6,21,36.2,21:36.2,208,2024WisconsinPreNationalsChampionship,21.60333333333333,6
215,Karina James,SO-2,Toledo,05:48.1,21,38.1,21:38.1,209,2024WisconsinPreNationalsChampionship,21.635,6
216,Eliza Sybrowsky,SR-4,Utah Valley,05:48.2,21,38.2,21:38.2,NA,2024WisconsinPreNationalsChampionship,21.636666666666667,6
217,Sophia Gorriaran,SO-2,Harvard,05:48.5,21,39.3,21:39.3,210,2024WisconsinPreNationalsChampionship,21.655,6
218,Mackenzie Hart,JR-3,Wake Forest,05:48.6,21,39.6,21:39.6,211,2024WisconsinPreNationalsChampionship,21.66,6
219,Saskia Lloyd,SR-4,Washington,05:49.0,21,41.3,21:41.3,212,2024WisconsinPreNationalsChampionship,21.688333333333333,6
220,Madeline Heintz,JR-3,Syracuse,05:49.2,21,42.1,21:42.1,213,2024WisconsinPreNationalsChampionship,21.701666666666668,6
221,Leah Christians,SR-4,Wyoming,05:49.5,21,43.0,21:43.0,214,2024WisconsinPreNationalsChampionship,21.716666666666665,6
222,Addison Boyer,FR-1,Florida State,05:50.7,21,47.5,21:47.5,215,2024WisconsinPreNationalsChampionship,21.791666666666668,6
223,Brighton Mooney,JR-3,Texas,05:51.1,21,49.0,21:49.0,216,2024WisconsinPreNationalsChampionship,21.816666666666666,6
224,Hailey Uhre,JR-3,Wyoming,05:51.1,21,49.2,21:49.2,217,2024WisconsinPreNationalsChampionship,21.82,6
225,Madelyn Blazo,JR-3,Wyoming,05:51.1,21,49.2,21:49.2,218,2024WisconsinPreNationalsChampionship,21.82,6
226,Chloe Trudel,SO-2,Connecticut,05:51.3,21,49.8,21:49.8,219,2024WisconsinPreNationalsChampionship,21.83,6
227,Emily Vining,SR-4,Toledo,05:51.3,21,49.9,21:49.9,220,2024WisconsinPreNationalsChampionship,21.831666666666667,6
228,Madison Relyea,JR-3,Connecticut,05:51.4,21,50.2,21:50.2,221,2024WisconsinPreNationalsChampionship,21.836666666666666,6
229,Leonie Saurer,SO-2,Lipscomb,05:51.4,21,50.2,21:50.2,NA,2024WisconsinPreNationalsChampionship,21.836666666666666,6
230,Madison Hulsey,SR-4,Ole Miss,05:51.4,21,50.4,21:50.4,222,2024WisconsinPreNationalsChampionship,21.84,6
231,Alex Sharp,JR-3,Tulane,05:51.6,21,50.9,21:50.9,223,2024WisconsinPreNationalsChampionship,21.848333333333333,6
232,Tori Herman,SR-4,Washington,05:51.8,21,51.9,21:51.9,NA,2024WisconsinPreNationalsChampionship,21.865,6
233,Rachael Woodruff,SR-4,Connecticut,05:52.5,21,54.4,21:54.4,224,2024WisconsinPreNationalsChampionship,21.906666666666666,6
234,Hannah Ielfield,SR-4,Ole Miss,05:52.6,21,54.8,21:54.8,225,2024WisconsinPreNationalsChampionship,21.913333333333334,6
235,Callie Tucker,SR-4,Tennessee,05:53.3,21,57.2,21:57.2,226,2024WisconsinPreNationalsChampionship,21.953333333333333,6
236,Jessica Palisca,JR-3,Liberty,05:53.4,21,57.6,21:57.6,227,2024WisconsinPreNationalsChampionship,21.96,6
237,Natalie VanOtteren,FR-1,Michigan,05:53.4,21,57.7,21:57.7,NA,2024WisconsinPreNationalsChampionship,21.961666666666666,6
238,Faith Linga,SR-4,Toledo,05:55.7,22,06.1,22:06.1,NA,2024WisconsinPreNationalsChampionship,22.101666666666667,6
239,Abby Sadler,FR-1,Harvard,05:56.7,22,10.0,22:10.0,NA,2024WisconsinPreNationalsChampionship,22.166666666666668,6
240,Frances Luna,JR-3,Ole Miss,05:57.2,22,11.9,22:11.9,NA,2024WisconsinPreNationalsChampionship,22.198333333333334,6
241,Josie Baker,FR-1,Iowa State,05:58.3,22,15.9,22:15.9,NA,2024WisconsinPreNationalsChampionship,22.265,6
242,Audrey Suarez,SR-4,Stanford,05:59.6,22,20.6,22:20.6,NA,2024WisconsinPreNationalsChampionship,22.343333333333334,6
243,Maddie Kelly,SR-4,Wake Forest,05:59.7,22,21.1,22:21.1,NA,2024WisconsinPreNationalsChampionship,22.351666666666667,6
244,Allison Hall,FR-1,Tulane,05:59.8,22,21.7,22:21.7,228,2024WisconsinPreNationalsChampionship,22.361666666666668,6
245,Mackenize Browne,SO-2,Texas,06:00.9,22,25.7,22:25.7,NA,2024WisconsinPreNationalsChampionship,22.428333333333335,6
246,Ruby Little,FR-1,Arkansas,06:01.2,22,26.9,22:26.9,229,2024WisconsinPreNationalsChampionship,22.448333333333334,6
247,Loghan Hughes,SO-2,Connecticut,06:02.4,22,31.2,22:31.2,NA,2024WisconsinPreNationalsChampionship,22.52,6
248,Morgan Kirkland,FR-1,Arkansas,06:02.5,22,31.6,22:31.6,NA,2024WisconsinPreNationalsChampionship,22.526666666666667,6
249,Reese Ragland,JR-3,Tulane,06:03.8,22,36.5,22:36.5,NA,2024WisconsinPreNationalsChampionship,22.608333333333334,6
250,Hanan Aldelemy,FR-1,Wyoming,06:09.4,22,57.4,22:57.4,NA,2024WisconsinPreNationalsChampionship,22.956666666666667,6
